	GO_CATEGORY	VAL	p
148	GO:0002526	7.359416666666664	
1651	GO:0045807	7.317083333333333	
1617	GO:1901224	7.316499999999998	
621	GO:0030162	7.314676046176062	
936	GO:0033674	7.307614285714299	
934	GO:0070482	7.3070309523809645	
1435	GO:0032663	7.293666666666666	
168	GO:0043065	7.279577380952392	
329	GO:0002698	7.276333333333341	
1634	GO:0032757	7.2647499999999985	
2438	GO:0048259	7.250333333333331	
320	GO:0050777	7.229635714285715	
1126	GO:0045860	7.227255952380951	
1861	GO:0051091	7.2066178571428665	
1356	GO:1902105	7.2025952380952365	
2024	GO:0090068	7.175985714285718	
586	GO:0006979	7.1568761904762015	
444	GO:0034614	7.144999999999998	
773	GO:0009410	7.130299999999992	
3834	GO:0140131	7.071000000000001	
3800	GO:0043547	7.067380952380957	
1250	GO:0043280	7.057316666666664	
273	GO:0043068	7.0253888888888945	
1041	GO:2001233	7.001899999999994	
941	GO:0001817	7.00153535353538	
1661	GO:1901222	7.00048333333333	
1512	GO:0051282	6.988483333333331	
1344	GO:0010038	6.969317857142867	
619	GO:0001101	6.96848333333333	
179	GO:0001775	6.960871067821026	
1125	GO:0044089	6.945011111111138	
235	GO:0090023	6.945	
1668	GO:0009617	6.9447166666666895	
213	GO:0071624	6.921	
1494	GO:0002700	6.9119357142857165	
2316	GO:0009314	6.893060714285707	
3820	GO:2000406	6.877999999999999	
1526	GO:0002573	6.870400000000008	
1913	GO:0007088	6.8567166666666655	
844	GO:0051098	6.818380952380965	
143	GO:0004896	6.800799999999996	
1110	GO:0031960	6.790676190476196	
118	GO:0009897	6.786144444444468	
2387	GO:0048260	6.785	
1274	GO:0008625	6.7795	
1052	GO:0045787	6.76613492063491	
343	GO:0070661	6.7652000000000125	
1848	GO:0045429	6.736000000000001	
158	GO:0090022	6.732	
1252	GO:1902107	6.730800000000002	
1289	GO:1903708	6.730800000000002	
1873	GO:0034341	6.721676190476197	
1792	GO:1904407	6.718999999999999	
2119	GO:0033135	6.717733333333332	
3857	GO:2000404	6.715	
1736	GO:0032642	6.7128333333333305	
691	GO:0002861	6.7095	
466	GO:0006816	6.703666666666673	
650	GO:0051249	6.653591341991372	
640	GO:0050890	6.639499999999992	
297	GO:0046649	6.632073593073568	
1760	GO:0032755	6.618483333333329	
276	GO:0006955	6.6155736596736565	
227	GO:0043069	6.611681160506184	
730	GO:0051924	6.5980000000000025	0.001
1870	GO:0007254	6.5865	
2040	GO:0002673	6.582000000000001	
2010	GO:0045840	6.582000000000001	
558	GO:0050728	6.5786095238095355	
151	GO:0043066	6.572008003108039	
1777	GO:0045428	6.5505	
1769	GO:0032675	6.535866666666678	
1901	GO:0051783	6.53268333333333	
1739	GO:0080164	6.5315	
1596	GO:1902895	6.531000000000001	
1682	GO:0042742	6.530131349206357	
1270	GO:0006919	6.51	
351	GO:0002683	6.50891071428571	
485	GO:0018108	6.5047333333333395	
1507	GO:0070588	6.495616666666662	
372	GO:0051336	6.475370698745707	
1586	GO:2000630	6.4695	
246	GO:0071622	6.4645	
2064	GO:0051785	6.459	
595	GO:0018212	6.4542666666666735	
575	GO:0002694	6.452930613830646	
333	GO:0002252	6.446232142857139	
512	GO:0051130	6.4263227036121915	
1525	GO:1902893	6.4125	
1128	GO:0051346	6.406042857142862	
768	GO:0043406	6.402983333333326	
1464	GO:0002637	6.3985	
626	GO:0062197	6.387533333333344	
1789	GO:0051403	6.3629999999999995	
1759	GO:0031098	6.352	
1248	GO:0031331	6.325630952380939	
538	GO:0042509	6.3015	
1221	GO:0009743	6.299766666666662	
601	GO:0031348	6.296007142857145	
1793	GO:0002702	6.294033333333325	
1820	GO:0032722	6.2895	
1524	GO:2000628	6.2835	
1403	GO:0007346	6.259599999999988	
222	GO:0007186	6.256378021977997	
597	GO:0051223	6.251155952380952	
841	GO:2001236	6.249883333333327	
295	GO:0032943	6.249633333333326	
221	GO:0002009	6.244226190476173	
589	GO:0080135	6.2430638888888925	
2406	GO:1905952	6.233849999999994	
633	GO:0034599	6.229366666666659	
182	GO:0098552	6.19727380952381	
3842	GO:0043087	6.188625000000003	
1660	GO:0032729	6.1872	
1973	GO:0031983	6.180485714285719	
997	GO:0043393	6.174033333333327	
210	GO:0032101	6.165887262737246	
1795	GO:0051090	6.159219119769113	
267	GO:0030334	6.156097236097208	
1322	GO:0050679	6.1540095238095365	
454	GO:0043200	6.1532	
1316	GO:0051384	6.136033333333327	
560	GO:0070201	6.117180158730157	
2254	GO:0009636	6.105	
149	GO:0045765	6.101782142857148	
2117	GO:0033138	6.097	
1326	GO:0071214	6.0789750000000025	
1218	GO:0104004	6.0789750000000025	
263	GO:0019955	6.075033333333328	
919	GO:0019216	6.06470634920634	
3847	GO:0072677	6.051	
3858	GO:0048245	6.051	
345	GO:0098542	6.037342207792172	
678	GO:0030155	6.016562662337654	
218	GO:0002684	6.014527319902327	
1601	GO:0030099	5.997682142857146	
1333	GO:0071241	5.988933333333327	
916	GO:0048661	5.9887	
161	GO:1901342	5.985567857142861	
1705	GO:0002761	5.982749999999997	
207	GO:0060548	5.979179903429907	
265	GO:0016477	5.973150424575442	
480	GO:0050865	5.958474669774696	
125	GO:2000106	5.956	
278	GO:0002407	5.951666666666667	
354	GO:0050778	5.946908641358653	
301	GO:0051707	5.934389077589054	
1278	GO:0050708	5.918285714285724	
255	GO:0036336	5.912166666666668	
1302	GO:0050678	5.910438095238089	
1493	GO:0002922	5.8985	
810	GO:0014066	5.897	
2227	GO:0009411	5.8855	
576	GO:0009895	5.885409523809535	
3082	GO:0002675	5.8535	
257	GO:0005764	5.851942857142867	
2965	GO:0002714	5.849666666666668	
2971	GO:0002891	5.849666666666668	
355	GO:0051701	5.8466	
217	GO:2000145	5.840603574203551	
477	GO:0001934	5.830745042457575	
1324	GO:2001235	5.8235	
1348	GO:0090199	5.8215	
225	GO:0006952	5.8201605434039605	
1212	GO:0010720	5.814142857142861	
183	GO:0048729	5.812182142857145	
269	GO:0016493	5.792333333333334	
1271	GO:0038034	5.789416666666666	
1227	GO:0097192	5.789416666666666	
1564	GO:0002269	5.786833333333332	
309	GO:0043207	5.783758440905477	
411	GO:0031295	5.78175	
461	GO:0031294	5.78175	
279	GO:0019957	5.770333333333333	
1598	GO:0061900	5.769	
1723	GO:0032743	5.765666666666667	
637	GO:0043085	5.764304950604986	
1286	GO:1903706	5.763613095238094	
1395	GO:0010564	5.761833838383862	
165	GO:0004950	5.759166666666666	
282	GO:0001637	5.759166666666666	
1968	GO:0050999	5.754666666666666	
3001	GO:1904994	5.752666666666667	
321	GO:0045087	5.747625765900757	
291	GO:0009607	5.746933512321018	
550	GO:0007611	5.74240000000001	
2153	GO:0048469	5.740399999999998	
350	GO:0042113	5.731049999999994	
1745	GO:0032660	5.723833333333332	
540	GO:1902533	5.711493171534334	
1325	GO:0034284	5.7044	
1499	GO:0001818	5.699707142857148	
157	GO:0040012	5.6969723443223605	
1255	GO:0045619	5.696609523809532	
248	GO:0019956	5.6736666666666675	
1120	GO:0010469	5.669899999999998	
618	GO:1905475	5.6698	
2962	GO:0048568	5.6518000000000015	
472	GO:0032102	5.648976190476183	
500	GO:0010959	5.639432900432898	0.001
1994	GO:0032768	5.636333333333333	
2306	GO:0043270	5.629717460317467	0.001
2946	GO:0043491	5.6191666666666675	
833	GO:0043549	5.618317657342639	
1371	GO:0032813	5.618166666666667	
524	GO:0042327	5.615539259351745	
2851	GO:1902905	5.6041	
869	GO:0051338	5.6033280719280985	
701	GO:0051050	5.5927491175491415	
1715	GO:0005788	5.589047619047629	
2012	GO:0034774	5.581409523809528	
1452	GO:1902106	5.5519	
983	GO:0043405	5.5444833333333285	
1473	GO:0008285	5.536963564213579	
3774	GO:0005539	5.533049999999995	
952	GO:0098609	5.529432936507937	
1328	GO:0045580	5.517016666666663	
708	GO:0045088	5.5121499999999966	0.002
1970	GO:0060205	5.511209523809527	
660	GO:1900182	5.500833333333335	
1083	GO:0043551	5.499416666666668	
979	GO:0045859	5.4975341991342	
1458	GO:1903707	5.4924	
316	GO:0046651	5.4857	
332	GO:0002764	5.480051984126978	
439	GO:0042531	5.471416666666667	
1758	GO:0002263	5.471183333333328	
883	GO:0071902	5.461633333333332	
1514	GO:0042116	5.454416666666668	
194	GO:2000107	5.450916666666666	
268	GO:0048870	5.447715748140764	
340	GO:1903131	5.441571428571426	
903	GO:0043550	5.432916666666667	
3063	GO:0050830	5.427166666666667	
1572	GO:0051702	5.420166666666668	
289	GO:0002521	5.412057142857139	
752	GO:0010628	5.411274771062268	
250	GO:0030667	5.410966666666664	
1107	GO:0090263	5.401166666666667	
1775	GO:0002718	5.3987	
2560	GO:0014823	5.393416666666668	
1553	GO:0071248	5.381499999999999	
314	GO:0008283	5.364866361416352	
423	GO:0071310	5.360681551807317	
2139	GO:0071695	5.3561000000000005	
1301	GO:0071260	5.354750000000001	
617	GO:0042176	5.350904761904767	
1017	GO:0051052	5.3480714285714255	
2291	GO:0055074	5.3466	
970	GO:0060627	5.345704004329003	
1425	GO:0070997	5.344833333333334	
644	GO:0002831	5.340107142857149	0.001
706	GO:0051248	5.3399305361305185	
1411	GO:0031625	5.332149999999994	
1321	GO:0009896	5.331507936507934	
2044	GO:0010827	5.329416666666666	
1088	GO:0061097	5.3276666666666666	
401	GO:0031346	5.3248190476190524	
1075	GO:2001243	5.322916666666668	
283	GO:0045766	5.315399999999999	
195	GO:1904018	5.315399999999999	
953	GO:0009615	5.312940476190473	
907	GO:1901655	5.31025	
1131	GO:0071407	5.309309523809519	
445	GO:1901653	5.307766666666664	
1527	GO:0043523	5.2974999999999905	
2335	GO:0006875	5.291249999999997	
247	GO:0007204	5.28673928571429	
323	GO:0044409	5.2724166666666665	
1516	GO:0048732	5.26533333333334	
239	GO:0009986	5.257220238095238	
2052	GO:2000112	5.254746428571433	
1563	GO:0009611	5.251283333333332	
759	GO:0048660	5.250699999999998	
413	GO:0045937	5.239008668618926	
473	GO:0010562	5.239008668618926	
1234	GO:0006915	5.238458658008651	
405	GO:0007631	5.231666666666668	
1565	GO:0001889	5.230750000000001	
1831	GO:0042060	5.218666666666667	
1373	GO:0044389	5.215966666666663	
1051	GO:2001237	5.2155476190476175	0.001
2328	GO:0030003	5.214142857142865	
220	GO:0003013	5.212774603174603	0.001
1349	GO:0090276	5.175914285714286	0.002
1751	GO:0002720	5.164500000000002	
1484	GO:1903038	5.163357142857143	0.001
245	GO:0005773	5.159460317460326	0.001
532	GO:0007169	5.15033809523809	
290	GO:0002253	5.1490142857142915	
1963	GO:0051341	5.148666666666667	
389	GO:0042542	5.14525	
203	GO:0000323	5.141199999999996	
1362	GO:0002791	5.137914285714285	0.002
788	GO:0014068	5.1244999999999985	
1098	GO:0030177	5.110166666666668	
1462	GO:0002695	5.109816666666665	
2115	GO:0021700	5.108899999999998	
164	GO:0002376	5.107838897696478	
502	GO:1900180	5.105750000000001	
364	GO:0044000	5.10275	
1926	GO:0014013	5.097000000000001	
670	GO:1901701	5.093563816738795	
555	GO:0002250	5.087299999999998	
3887	GO:2000501	5.085	
1216	GO:0090087	5.078114285714285	0.002
740	GO:0061629	5.078095238095243	
870	GO:0043086	5.078033838383847	
661	GO:0008047	5.068077380952376	
1962	GO:0002020	5.052666666666667	
957	GO:0009725	5.050244214119216	
2878	GO:0007163	5.049166666666666	
2290	GO:0072507	5.048699999999998	
3832	GO:0010820	5.048	
2229	GO:0055082	5.044353535353534	0.001
127	GO:0008284	5.029932442557426	
2873	GO:0030203	5.028083333333333	
3855	GO:0010819	5.024	
2248	GO:0006873	5.01840952380953	
3118	GO:0002863	5.018	
387	GO:0016004	5.013999999999999	
531	GO:0043269	5.007851731601735	
1232	GO:0010821	5.004166666666666	
2260	GO:0019725	4.993414718614717	
434	GO:0060229	4.988	
1314	GO:0032355	4.98379761904762	0.002
3778	GO:0045236	4.9830000000000005	
2798	GO:0034250	4.982166666666667	
1313	GO:0001836	4.982	
1223	GO:0060284	4.9780571428571365	
2247	GO:0055065	4.968190476190479	
360	GO:0030449	4.963	
2865	GO:0006022	4.95725	
3161	GO:0150078	4.955	
542	GO:1901652	4.9542500000000045	
787	GO:0031644	4.954083333333332	0.001
1990	GO:0050806	4.950499999999999	
1239	GO:0009746	4.946833333333335	
1295	GO:0090200	4.942	
390	GO:0001932	4.937924707971786	
1366	GO:0012501	4.934072330447324	
1569	GO:0071276	4.93	
328	GO:0050776	4.929139484045352	
388	GO:0036119	4.928	
1294	GO:1904035	4.925333333333334	
1292	GO:0050864	4.921283333333336	
2371	GO:0051928	4.909583333333333	
1821	GO:2000341	4.902333333333334	
578	GO:0090316	4.898916666666667	
1318	GO:0005741	4.888166666666667	
1273	GO:0045582	4.886166666666668	
1374	GO:0005123	4.886	
424	GO:0034762	4.8789670995671015	
2219	GO:0006874	4.871666666666666	
1959	GO:0050769	4.8664	
348	GO:0005615	4.866373619762594	
726	GO:0009628	4.8636766339869055	
421	GO:0051606	4.861857142857142	0.001
205	GO:0007166	4.8548993478721	
1594	GO:0001933	4.853441666666671	0.001
3221	GO:0046634	4.849833333333335	
969	GO:0051385	4.849666666666667	
566	GO:0044093	4.847777569300312	
3576	GO:0005149	4.847333333333334	
1547	GO:0001774	4.836666666666667	
2416	GO:0019207	4.836399999999999	
3692	GO:0010575	4.836333333333333	
3710	GO:0010574	4.835333333333333	
1013	GO:1901888	4.834357142857142	0.001
2396	GO:0090279	4.830333333333334	
3595	GO:0032740	4.826666666666667	
3776	GO:0061844	4.824666666666666	
1696	GO:0045058	4.823333333333334	
1475	GO:0050866	4.823066666666668	
1311	GO:0019902	4.820916666666667	
3133	GO:0034114	4.810666666666667	
514	GO:0005102	4.80736133866137	
249	GO:0035556	4.804952685386532	
1517	GO:0051100	4.80225	0.001
1269	GO:0008637	4.800666666666667	
647	GO:0007612	4.799833333333332	
932	GO:0030111	4.7958833333333315	
209	GO:0036230	4.794666666666667	
1018	GO:1901889	4.791666666666666	
737	GO:0006109	4.789416666666665	0.001
2245	GO:0055080	4.786442857142863	
1850	GO:1900017	4.7860000000000005	
1220	GO:0050796	4.785583333333332	0.001
975	GO:0031952	4.781666666666667	
2001	GO:0006953	4.777333333333334	
673	GO:0032880	4.7727919191919055	
973	GO:0060828	4.771014285714283	0.002
2402	GO:1905953	4.765333333333333	
3667	GO:0048871	4.764583333333333	
3106	GO:0150077	4.763999999999999	
437	GO:1901699	4.763974206349203	
1262	GO:0050714	4.762833333333331	0.002
577	GO:0080134	4.759428900511254	
1554	GO:0046686	4.757666666666667	
1996	GO:0034764	4.756599999999998	
1102	GO:0043552	4.750333333333334	
2164	GO:2001239	4.748666666666667	
54	GO:0140104	4.7476666666666665	
1844	GO:0032733	4.744666666666666	
336	GO:0043235	4.740801587301589	
1833	GO:0002366	4.7399	
899	GO:0090218	4.735333333333334	
1338	GO:2001244	4.726333333333333	
2011	GO:0007267	4.7242350649350575	
2095	GO:0008037	4.718257142857142	0.001
1367	GO:1904037	4.715	
1368	GO:0008219	4.714534632034627	
3088	GO:0010883	4.711	
3954	GO:0002639	4.71	
2276	GO:0098771	4.701414285714294	
2293	GO:0098586	4.700666666666667	
567	GO:0005768	4.699140079365079	
1717	GO:0050850	4.698	
2719	GO:0008217	4.691083333333332	
1272	GO:0045621	4.6905833333333335	
798	GO:0051881	4.688666666666667	
1315	GO:0031968	4.687333333333333	0.001
256	GO:0008528	4.6855	0.002
150	GO:0035239	4.6828333333333285	
1342	GO:0061134	4.681666666666663	0.002
1243	GO:0019867	4.6789999999999985	0.001
3782	GO:0008201	4.671916666666665	
2401	GO:0046425	4.671333333333333	
799	GO:0062013	4.6702499999999985	
1707	GO:0045637	4.669761111111113	0.001
682	GO:1904646	4.664333333333333	
734	GO:2000573	4.6593333333333335	
1441	GO:0032689	4.658666666666667	
3428	GO:0030101	4.6568000000000005	0.001
2487	GO:0002711	4.655333333333334	
1698	GO:0030669	4.649666666666667	
1626	GO:0009266	4.6474166666666665	
2363	GO:0072503	4.6451666666666656	
2141	GO:0007275	4.643238095238089	
493	GO:0071417	4.642486147186151	
211	GO:0002682	4.6394905503165615	
1718	GO:0050829	4.637	
1797	GO:0043030	4.6353333333333335	
1257	GO:0035094	4.631666666666666	
1285	GO:0010822	4.628	
2409	GO:1904892	4.627666666666666	
399	GO:0032388	4.626249999999999	
2350	GO:0043525	4.6243333333333325	
219	GO:0001653	4.6241666666666665	0.003
1830	GO:0032653	4.617666666666667	
2866	GO:0030010	4.612666666666667	
2949	GO:0007159	4.604333333333333	
408	GO:1904645	4.600666666666667	
698	GO:0042325	4.599934000300518	
1067	GO:0061098	4.5969999999999995	
718	GO:0031400	4.596150000000006	0.001
129	GO:0042981	4.593849290415448	
1537	GO:0045936	4.588628571428564	0.001
1607	GO:0051851	4.584666666666667	
167	GO:0022603	4.5823226773226695	
2002	GO:0050994	4.572133333333333	0.001
1124	GO:0032147	4.570999999999997	
1606	GO:0010563	4.567561904761899	0.001
1428	GO:1901990	4.566514285714284	0.002
2383	GO:0051099	4.566083333333334	
371	GO:0031401	4.5659511155511305	
1416	GO:1904019	4.562	
3420	GO:0051495	4.55975	
317	GO:0002823	4.558666666666666	
873	GO:0043154	4.5569999999999995	
663	GO:0046777	4.555916666666663	
1132	GO:0071900	4.553685714285702	
347	GO:0002820	4.543000000000001	
513	GO:0002833	4.541916666666664	0.002
727	GO:0071495	4.537235919635943	
2287	GO:0050801	4.536767857142865	
1954	GO:0014015	4.536666666666668	
828	GO:0045913	4.530133333333334	0.001
802	GO:0140297	4.526764285714293	0.001
2249	GO:0006970	4.524666666666667	
2584	GO:1901615	4.514336507936502	0.001
533	GO:0070887	4.509229809191481	
2061	GO:0023052	4.509161616161631	
1057	GO:0051726	4.5063612984238235	
3234	GO:0046635	4.506	
20	GO:0010941	4.505881943830166	
404	GO:0007249	4.505333333333333	
1291	GO:0030856	4.504416666666664	0.001
674	GO:0004713	4.50425	0.001
1763	GO:1900015	4.499333333333333	
1575	GO:0042326	4.495502777777786	0.002
385	GO:0042177	4.489	
315	GO:0001618	4.486133333333333	0.001
307	GO:0140272	4.479800000000001	0.001
1043	GO:2000117	4.479333333333334	
341	GO:0002768	4.4704777777777815	0.001
253	GO:0043067	4.469457633461288	
1460	GO:0022408	4.469014285714286	0.002
879	GO:0014070	4.464294930069921	
2993	GO:0050766	4.4514666666666685	0.001
804	GO:0046626	4.4501333333333335	0.001
1688	GO:0005769	4.449807142857143	0.002
2294	GO:0032091	4.447466666666668	0.001
1430	GO:0051402	4.44	
1650	GO:0002224	4.436333333333334	
690	GO:0019897	4.434333333333334	
382	GO:1905477	4.434333333333334	
2036	GO:0046890	4.433333333333332	0.001
686	GO:0009719	4.432607654845143	
676	GO:1903201	4.431333333333334	
821	GO:2000278	4.418000000000002	
438	GO:0010629	4.415517532467521	
1671	GO:0050848	4.4101333333333335	0.001
2489	GO:0002709	4.408	
960	GO:0010632	4.407157142857142	0.001
967	GO:1900076	4.405666666666667	
1024	GO:0060491	4.405464285714281	0.003
2966	GO:0010721	4.4053333333333295	0.001
369	GO:0044419	4.402023271173284	
530	GO:0032386	4.4020142857142845	0.002
1059	GO:0007155	4.401037265512269	
1964	GO:1903076	4.394800000000001	0.001
791	GO:0000902	4.386761904761902	0.003
2388	GO:1905330	4.3866666666666685	
3158	GO:0044070	4.3798	0.001
525	GO:0060341	4.378215007215013	
662	GO:0051247	4.375386682031423	
2380	GO:0019887	4.374083333333329	
1673	GO:0030665	4.371000000000001	
767	GO:0071456	4.367333333333335	
1364	GO:0033500	4.3608333333333285	
1279	GO:0042593	4.3608333333333285	
133	GO:0051240	4.360223794952878	
427	GO:0120035	4.35849567099568	
3918	GO:2000514	4.352333333333337	
414	GO:1901698	4.3514848901098935	
1939	GO:0051962	4.348271428571428	0.003
2533	GO:0018958	4.346466666666668	0.001
1282	GO:0031329	4.345849025974016	
836	GO:0036294	4.337333333333335	
1281	GO:0048878	4.33707585747584	
605	GO:1900407	4.334666666666668	
729	GO:0033157	4.3318333333333285	0.003
3610	GO:0002443	4.331666666666668	
764	GO:0042391	4.3250666666666735	
1686	GO:0002763	4.3213333333333335	
588	GO:1901700	4.320153364385879	
420	GO:0009894	4.319745002220012	
1614	GO:0005576	4.315564623886584	
3675	GO:0008277	4.3101333333333365	0.001
2048	GO:0046889	4.304666666666667	
1611	GO:0003682	4.302635714285722	
2923	GO:0004857	4.299066666666667	0.001
2919	GO:0001221	4.295333333333334	
7	GO:0072562	4.294666666666668	
2902	GO:0006366	4.290464285714283	0.003
709	GO:0019220	4.28642783944642	
505	GO:0051174	4.28642783944642	
1584	GO:0048145	4.281000000000001	
3124	GO:0040013	4.274091666666679	0.003
463	GO:1902882	4.266666666666668	
2709	GO:0070167	4.266466666666668	0.001
1222	GO:0046883	4.257014285714283	0.002
2701	GO:0110149	4.255800000000002	0.001
845	GO:1902532	4.253575000000007	0.001
1991	GO:1904375	4.252933333333335	0.002
579	GO:0031175	4.251333333333318	
2773	GO:0055037	4.247666666666668	
146	GO:0051094	4.244085695432019	
383	GO:0031344	4.243581385281395	
614	GO:0007167	4.240051406926413	
863	GO:0007178	4.239083333333325	0.001
2118	GO:0035295	4.236749999999996	0.004
1947	GO:0016810	4.233333333333335	
1465	GO:0032945	4.231666666666668	
1469	GO:0050672	4.231666666666668	
1868	GO:0045670	4.231	
338	GO:0009605	4.219065442037098	
