	GO_CATEGORY	VAL	p
4473	GO:0051216	2.5428333333333333	0.013999999999999999
1627	GO:0033218	2.5423777777777783	0.062
749	GO:0022602	2.541333333333333	0.017
658	GO:0006812	2.540670707070698	0.025
135	GO:0098588	2.5396628615607497	
4406	GO:0035710	2.5395	0.01
1538	GO:0001216	2.536883333333333	0.046
1214	GO:0009117	2.536081349206348	0.06
3430	GO:0016605	2.536	0.02
520	GO:0051172	2.534280917690247	
2243	GO:0070228	2.534	0.013999999999999999
306	GO:0046983	2.533534768009766	0.009000000000000001
915	GO:1902680	2.5325305997408174	
931	GO:0061515	2.5317333333333334	0.017
1380	GO:0033365	2.5299722222222227	0.055
215	GO:0032501	2.5296047546464466	
4180	GO:0010517	2.529	0.012
743	GO:0010648	2.528186669110035	
1030	GO:0032587	2.525666666666667	0.01
2430	GO:2000060	2.5219000000000005	0.016
181	GO:0048583	2.5202421180459447	
741	GO:0032869	2.5198333333333327	0.015
2615	GO:0006631	2.5165999999999995	0.054000000000000006
495	GO:0023051	2.5159635395183986	
2525	GO:0009308	2.5154	0.016
2557	GO:0043279	2.513333333333333	0.016
876	GO:0023057	2.5128243010859026	
2399	GO:2000177	2.5125	0.021
3141	GO:0050810	2.5110666666666663	0.018000000000000002
4172	GO:0060193	2.510333333333333	0.017
1677	GO:0008270	2.5103243867243776	0.027000000000000003
4652	GO:1902652	2.5101666666666667	0.023
3448	GO:0060606	2.510066666666668	0.013999999999999999
442	GO:0044325	2.508833333333333	0.017
3475	GO:0009913	2.508166666666666	0.015
2482	GO:0031341	2.5061666666666667	0.011000000000000001
1729	GO:0022600	2.5026666666666664	0.01
4590	GO:0046916	2.4993333333333334	0.016
1806	GO:0001540	2.499166666666666	0.019
4250	GO:0022404	2.4985666666666666	0.017
4246	GO:0022405	2.4985666666666666	0.017
2018	GO:0051051	2.4980047619047605	0.063
1603	GO:0000785	2.496406177156187	0.003
1116	GO:0051219	2.4945000000000004	0.024
4430	GO:0000018	2.4917333333333342	0.026000000000000002
1872	GO:0046982	2.490899999999999	0.049
1502	GO:0007009	2.486666666666667	0.022000000000000002
2067	GO:0043255	2.486333333333334	0.021
1224	GO:0006753	2.485248015873014	0.066
2151	GO:0004714	2.4849	0.022000000000000002
834	GO:0048468	2.4761088023087914	0.03
2099	GO:0007156	2.4745	0.016
2915	GO:0044703	2.4731666666666667	0.017
2651	GO:1901137	2.4724107142857163	0.049
516	GO:0010646	2.469490896917541	
1630	GO:0034121	2.468833333333334	0.02
2003	GO:0019217	2.4675666666666665	0.025
3754	GO:0042562	2.4674	0.021
4212	GO:0001654	2.4666666666666672	0.021
3562	GO:0048588	2.4656666666666665	0.027000000000000003
2654	GO:0044283	2.464514285714284	0.071
634	GO:0051173	2.4634064247876735	
4199	GO:0060761	2.4631666666666665	0.02
1182	GO:0016363	2.461666666666667	0.018000000000000002
1904	GO:0000278	2.459	0.022000000000000002
2824	GO:0030141	2.4524999999999992	0.077
2705	GO:0008543	2.4521666666666664	0.023
4004	GO:0061035	2.452166666666666	0.016
3547	GO:0016049	2.4516666666666667	0.027000000000000003
1610	GO:0000122	2.4512955655455633	0.012
3895	GO:0032414	2.4508333333333336	0.019
4667	GO:0016125	2.448233333333334	0.03
1878	GO:0000922	2.4476666666666675	0.035
260	GO:0072686	2.446333333333333	0.022000000000000002
4237	GO:1901989	2.4447333333333336	0.027999999999999997
2530	GO:0001678	2.4434	0.027000000000000003
4002	GO:0030509	2.4429000000000007	0.025
1785	GO:0016798	2.442778571428571	0.069
2703	GO:0005496	2.4419999999999997	0.02
305	GO:0030154	2.441532019232624	
3307	GO:0034754	2.439166666666668	0.03
2274	GO:0042475	2.435666666666666	0.022000000000000002
2885	GO:0032993	2.435166666666667	0.024
1277	GO:0009141	2.43325	0.07400000000000001
2356	GO:0031072	2.4328333333333334	0.031
4598	GO:0071824	2.4218333333333333	0.023
1381	GO:0006091	2.421507142857142	0.07400000000000001
2029	GO:0045927	2.421428571428571	0.076
900	GO:0007229	2.421	0.023
4323	GO:0032370	2.4196666666666675	0.03
3298	GO:0120254	2.416500000000001	0.027999999999999997
458	GO:0005739	2.4109380647130627	0.01
2320	GO:1904427	2.4108	0.031
4346	GO:0030004	2.4041666666666663	0.027000000000000003
230	GO:0065008	2.4034532034902614	
654	GO:0043005	2.40132511932512	0.027999999999999997
4179	GO:0060191	2.4011666666666667	0.025
930	GO:0051254	2.4009258422691886	
59	GO:0048522	2.400211617975689	
4263	GO:0045931	2.3993999999999995	0.032
3007	GO:0016525	2.3978333333333337	0.022000000000000002
3891	GO:0032411	2.397066666666666	0.03
2101	GO:0015718	2.395066666666668	0.036000000000000004
1307	GO:0009205	2.3949000000000007	0.023
483	GO:1901565	2.39212565212565	0.013000000000000001
2970	GO:0043244	2.3894	0.034
3148	GO:2000181	2.3819999999999997	0.024
925	GO:0010639	2.380803571428571	0.079
3453	GO:0071901	2.3801666666666663	0.027999999999999997
4251	GO:2001022	2.376	0.037000000000000005
3031	GO:0043535	2.375166666666667	0.032
3198	GO:0043603	2.3741809523809523	0.062
3020	GO:1901343	2.3730000000000007	0.027000000000000003
2412	GO:0030295	2.369833333333333	0.027999999999999997
1231	GO:0009144	2.367900000000001	0.026000000000000002
2016	GO:0001558	2.3665523809523807	0.09
2511	GO:0008021	2.364733333333333	0.031
3560	GO:0060560	2.3641333333333328	0.038
2405	GO:1903052	2.363466666666667	0.03
972	GO:0045935	2.3618724560908078	
683	GO:0016772	2.361190476190476	0.017
3992	GO:0048704	2.360166666666668	0.034
885	GO:0030426	2.354233333333334	0.037000000000000005
1481	GO:0002832	2.353733333333333	0.04
2384	GO:0006275	2.348333333333334	0.039
2870	GO:0044272	2.348066666666668	0.04
694	GO:0031325	2.3477640881282924	
909	GO:0031333	2.3423333333333334	0.043
766	GO:0018130	2.3410834554334574	0.013000000000000001
4572	GO:0055076	2.3406666666666682	0.04
193	GO:0016192	2.337296686646694	0.009000000000000001
3035	GO:0019218	2.3365666666666667	0.043
1176	GO:0006974	2.3324722222222274	0.042
275	GO:0060562	2.3280000000000003	0.043
940	GO:0030427	2.327733333333333	0.04
4456	GO:0072091	2.3225	0.027000000000000003
543	GO:0050852	2.321733333333333	0.04
3263	GO:0072522	2.3183333333333342	0.048
3759	GO:0008584	2.3142333333333345	0.040999999999999995
656	GO:0050851	2.313849999999999	0.094
2128	GO:0019199	2.313533333333334	0.037000000000000005
2647	GO:0009260	2.3082333333333342	0.045
2634	GO:0046390	2.303566666666668	0.05
2244	GO:0006629	2.30235818070818	0.013999999999999999
4554	GO:0048863	2.3002333333333342	0.039
1910	GO:0022402	2.300181168831169	0.087
3559	GO:0007409	2.295866666666667	0.052000000000000005
3835	GO:0007160	2.292900000000001	0.040999999999999995
3460	GO:0008234	2.2922666666666665	0.045
499	GO:0050906	2.2803999999999998	0.046
3311	GO:0052689	2.278733333333334	0.047
2080	GO:0051224	2.2777333333333334	0.037000000000000005
1343	GO:0044281	2.2756082556332595	0.001
1106	GO:0044271	2.2754753496503572	0.004
3877	GO:0090288	2.2753999999999994	0.045
2663	GO:0009165	2.271428571428571	0.095
1976	GO:1904950	2.271066666666667	0.039
1604	GO:0007265	2.270257142857141	0.094
2640	GO:1901293	2.268928571428571	0.095
1647	GO:0098796	2.2678373931623934	0.017
2717	GO:0015980	2.267366666666668	0.049
3286	GO:0015698	2.267000000000001	0.052000000000000005
2206	GO:0006354	2.266433333333335	0.048
4241	GO:0031901	2.263566666666668	0.043
2622	GO:0007605	2.2627333333333337	0.044000000000000004
504	GO:0018193	2.260304634692792	0.026000000000000002
2517	GO:0050954	2.251466666666667	0.047
2642	GO:0031406	2.250833333333333	0.049
1965	GO:0055088	2.249466666666668	0.051
2723	GO:0000226	2.249449999999999	0.111
1177	GO:0006397	2.2476392857142846	0.092
46	GO:0048518	2.240682936705353	
2366	GO:0005635	2.238133333333334	0.051
3424	GO:0001503	2.237533333333334	0.057999999999999996
4816	GO:0007417	2.236800000000001	0.057999999999999996
2576	GO:0070382	2.2364	0.055
2999	GO:0043271	2.2338	0.062
1912	GO:0016604	2.23364329004329	0.086
2506	GO:0043204	2.232066666666667	0.052000000000000005
2111	GO:0045444	2.2292333333333345	0.055999999999999994
1591	GO:0001938	2.2260333333333358	0.057999999999999996
2425	GO:2000058	2.225900000000001	0.064
3332	GO:0016298	2.225800000000001	0.048
2549	GO:0007623	2.224000000000001	0.055999999999999994
4225	GO:0007423	2.2236666666666682	0.05
1309	GO:0055086	2.2235337301587346	0.094
1100	GO:0065003	2.2229827922077874	0.052000000000000005
3700	GO:1905114	2.2220571428571416	0.102
1376	GO:0031300	2.2181785714285707	0.11699999999999999
2025	GO:0010565	2.213400000000001	0.067
4112	GO:0001649	2.2091000000000007	0.048
544	GO:0006796	2.208105517719285	
199	GO:0048856	2.2068617881299533	
2250	GO:0031967	2.2050333333333336	0.055999999999999994
2332	GO:0031975	2.2050333333333336	0.055999999999999994
120	GO:0032502	2.2041681463139837	
3354	GO:0046903	2.2012738761238797	0.08800000000000001
3003	GO:0072659	2.195666666666667	0.054000000000000006
4011	GO:0048705	2.188400000000001	0.057
4350	GO:0055067	2.1854666666666684	0.062
488	GO:0006793	2.1776298267435927	
3341	GO:0016747	2.175133333333334	0.059000000000000004
1357	GO:0061024	2.17320757575758	0.095
1204	GO:0055085	2.171633810633809	0.027999999999999997
1397	GO:0006605	2.170233333333335	0.061
1501	GO:0015931	2.1666333333333347	0.068
1032	GO:0019866	2.165685714285714	0.10800000000000001
1207	GO:0005911	2.159306349206343	0.14400000000000002
3758	GO:0008406	2.1573666666666687	0.071
403	GO:0001764	2.1539666666666677	0.07
1863	GO:0002285	2.1526333333333345	0.068
1892	GO:0016607	2.152557142857142	0.11900000000000001
4158	GO:0030674	2.145811904761903	0.125
849	GO:0051253	2.14510586227498	0.009000000000000001
3439	GO:0002244	2.135133333333334	0.08
492	GO:0010976	2.1348666666666687	0.067
1363	GO:0010506	2.1315785714285704	0.142
1026	GO:0018105	2.1286000000000023	0.073
3389	GO:0030027	2.1191666666666684	0.083
704	GO:0031324	2.1117862445402293	
1080	GO:1902115	2.1103000000000023	0.085
1155	GO:0005198	2.1083603174603103	0.14
3	GO:0051179	2.107607163420068	
2789	GO:0006457	2.1016333333333357	0.081
242	GO:0048519	2.1000274696064283	
3343	GO:0044242	2.0846666666666693	0.09300000000000001
119	GO:0048523	2.080358467483612	
1002	GO:0043933	2.079085442335435	0.047
1708	GO:0052372	2.0789666666666675	0.087
2847	GO:0050821	2.0654333333333357	0.09300000000000001
41	GO:0006810	2.0622474701375904	
144	GO:0005886	2.0552122368675594	
3962	GO:0043433	2.051366666666669	0.09
592	GO:0031345	2.0512333333333364	0.092
2766	GO:0017111	2.050788059163063	0.156
9	GO:0051234	2.0472516918820087	
2267	GO:0044255	2.0455474747474813	0.075
2734	GO:0019003	2.0438666666666694	0.109
2669	GO:0009123	2.0418000000000025	0.095
3357	GO:0017157	2.039072619047617	0.155
234	GO:0005819	2.034866666666669	0.08800000000000001
1440	GO:0002435	2.0340000000000003	
4235	GO:0097489	2.0340000000000003	
3197	GO:0008747	2.0340000000000003	
3946	GO:2000518	2.0340000000000003	
3681	GO:0035846	2.0340000000000003	
14	GO:0031721	2.0340000000000003	
4622	GO:0072737	2.0340000000000003	
3680	GO:0031714	2.0340000000000003	
4833	GO:0030844	2.0340000000000003	
3844	GO:0035759	2.0340000000000003	
4364	GO:0001781	2.0340000000000003	
2494	GO:0030884	2.0340000000000003	
3975	GO:2000513	2.0340000000000003	
2499	GO:0030882	2.0340000000000003	
3937	GO:2000557	2.0340000000000003	
3695	GO:0001798	2.0340000000000003	
3936	GO:2000517	2.0340000000000003	
177	GO:0033030	2.0340000000000003	
3980	GO:0048340	2.0340000000000003	
3862	GO:2000545	2.0340000000000003	
1456	GO:0004877	2.0340000000000003	
3732	GO:0019102	2.0340000000000003	
4596	GO:0090095	2.0340000000000003	
4834	GO:0030842	2.0340000000000003	
1471	GO:1900005	2.0340000000000003	
3880	GO:0035768	2.0340000000000003	
2428	GO:0038029	2.0340000000000003	
2680	GO:0070335	2.0340000000000003	
3950	GO:2000412	2.0340000000000003	
3712	GO:0060520	2.0340000000000003	
2477	GO:0048006	2.0340000000000003	
3875	GO:1904848	2.0340000000000003	
1345	GO:1902220	2.0340000000000003	
3874	GO:0035766	2.0340000000000003	
3872	GO:0002518	2.0340000000000003	
1327	GO:0071247	2.0340000000000003	
3870	GO:0031724	2.0340000000000003	
1312	GO:1904710	2.0340000000000003	
2480	GO:0030883	2.0340000000000003	
3686	GO:0002894	2.0340000000000003	
3955	GO:2000558	2.0340000000000003	
3957	GO:0035782	2.0340000000000003	
1354	GO:0046687	2.0340000000000003	
2665	GO:0016743	2.0340000000000003	
3682	GO:0097278	2.0340000000000003	
4386	GO:0070091	2.0340000000000003	
1439	GO:0001861	2.0340000000000003	
4625	GO:0072738	2.0340000000000003	
1249	GO:1901423	2.0340000000000003	
8	GO:0031720	2.0340000000000003	
3938	GO:2000511	2.0340000000000003	
4571	GO:0090096	2.0340000000000003	
3185	GO:0002077	2.0340000000000003	
3363	GO:0004423	2.0340000000000003	
724	GO:0000304	2.0340000000000003	
4342	GO:0031731	2.0340000000000003	
1955	GO:0019807	2.0340000000000003	
3796	GO:0004703	2.0340000000000003	
2635	GO:0004070	2.0340000000000003	
3890	GO:0035684	2.0340000000000003	
3922	GO:2000549	2.0340000000000003	
3405	GO:0120179	2.0340000000000003	
1163	GO:0098973	2.0340000000000003	
3791	GO:0005153	2.0340000000000003	
3772	GO:0070974	2.0340000000000003	
4022	GO:0061767	2.0340000000000003	
3795	GO:0047696	2.0340000000000003	
4041	GO:0032916	2.0340000000000003	
3762	GO:0060599	2.0340000000000003	
3670	GO:0031651	2.0340000000000003	
3803	GO:2000548	2.0340000000000003	
1437	GO:1902573	2.0340000000000003	
3909	GO:2000502	2.0340000000000003	
4830	GO:0045108	2.0340000000000003	
1725	GO:0035397	2.0340000000000003	
4051	GO:0031962	2.0340000000000003	
3698	GO:0031715	2.0340000000000003	
1709	GO:0042012	2.0340000000000003	
1060	GO:0001545	2.0340000000000003	
1477	GO:0001971	2.0340000000000003	
3355	GO:0035272	2.0340000000000003	
3229	GO:0034418	2.0340000000000003	
3815	GO:0097026	2.0340000000000003	
1719	GO:0042011	2.0340000000000003	
4743	GO:0030887	2.0340000000000003	
3231	GO:0002060	2.033	
3247	GO:0002054	2.033	
4074	GO:0036440	2.032	
914	GO:0035635	2.032	
4075	GO:0004108	2.032	
3511	GO:0001959	2.0313666666666688	0.096
2928	GO:0007620	2.031	
534	GO:1905430	2.031	
3566	GO:0090222	2.031	
4280	GO:0001519	2.031	
4289	GO:0031179	2.031	
3168	GO:0004040	2.03	
2774	GO:0042565	2.03	
2762	GO:0035281	2.03	
2414	GO:0021940	2.03	
581	GO:0009890	2.0292629253099896	0.011000000000000001
1074	GO:2000588	2.029	
4648	GO:0099142	2.029	
1114	GO:1905938	2.029	
4651	GO:0005260	2.029	
744	GO:2000256	2.029	
121	GO:0042629	2.029	
4248	GO:0070435	2.029	
4710	GO:0106138	2.029	
4677	GO:1902161	2.029	
4691	GO:0035377	2.029	
3744	GO:0060769	2.028	
3313	GO:0051264	2.028	
4073	GO:0046912	2.028	
3227	GO:0006148	2.028	
3267	GO:0047975	2.028	
2740	GO:0061015	2.028	
3297	GO:0051265	2.028	
3889	GO:0072683	2.028	
3305	GO:0036155	2.028	
3760	GO:0018993	2.028	
3648	GO:0102337	2.028	
4569	GO:0071943	2.028	
429	GO:0010730	2.028	
3674	GO:0031699	2.028	
3216	GO:0006149	2.028	
3248	GO:0046094	2.028	
547	GO:0060255	2.027345054058181	
4750	GO:0048669	2.0269999999999997	
671	GO:1900449	2.0269999999999997	
4754	GO:0051563	2.0269999999999997	
541	GO:1902951	2.0269999999999997	
4807	GO:1990761	2.0269999999999997	
4580	GO:1905643	2.0269999999999997	
1823	GO:0120161	2.0263333333333358	0.09699999999999999
2783	GO:0006404	2.026	
2391	GO:0090370	2.026	
2508	GO:0006585	2.026	
2540	GO:0018963	2.026	
3533	GO:0044245	2.026	
3529	GO:0004564	2.026	
4242	GO:0048408	2.026	
3565	GO:0051418	2.026	
2563	GO:0004511	2.026	
1358	GO:1904708	2.026	
3959	GO:2000538	2.026	
3951	GO:2000537	2.026	
3528	GO:0004574	2.026	
3536	GO:0004575	2.026	
2687	GO:0004151	2.026	
3535	GO:0005987	2.026	
951	GO:1903997	2.0255	0.001
4461	GO:0035692	2.025	
2349	GO:0060057	2.025	
2241	GO:0001844	2.025	
3395	GO:0150147	2.025	
4736	GO:0001766	2.025	
2330	GO:0097144	2.025	
4818	GO:0051425	2.025	
2341	GO:0001777	2.025	
2587	GO:0035900	2.025	
2359	GO:0060058	2.025	
4579	GO:1902255	2.025	
2372	GO:1990117	2.025	
2373	GO:0032976	2.025	
2612	GO:1901657	2.024866666666669	0.09699999999999999
1008	GO:1902737	2.024	
3531	GO:0005985	2.024	
3897	GO:1904783	2.024	
4236	GO:0030235	2.024	
4767	GO:0002265	2.024	
3764	GO:0045720	2.024	
2093	GO:0035879	2.024	
3697	GO:0050808	2.0236666666666685	0.105
3594	GO:0034158	2.023	
895	GO:0071253	2.023	
3581	GO:0070976	2.023	
3587	GO:0005121	2.023	
3597	GO:0009682	2.023	
2738	GO:0003924	2.0228357142857125	0.16699999999999998
537	GO:1905429	2.022	
4146	GO:2000523	2.022	
2495	GO:0002475	2.022	
3243	GO:0070638	2.022	
4143	GO:0035757	2.022	
4815	GO:0071873	2.022	
1035	GO:2001286	2.022	
2488	GO:0048003	2.022	
4141	GO:0038121	2.022	
2485	GO:0048007	2.022	
4140	GO:0038115	2.022	
3537	GO:0046352	2.022	
3214	GO:0046495	2.022	
4144	GO:0038117	2.022	
3271	GO:0070637	2.022	
4154	GO:0035758	2.022	
4156	GO:2000526	2.022	
4153	GO:2000525	2.022	
4785	GO:0071874	2.022	
3888	GO:0031727	2.022	
4758	GO:0051124	2.022	
3283	GO:0006738	2.022	
3359	GO:0019002	2.0215	0.001
4760	GO:0050803	2.021	
3016	GO:1901645	2.021	
3080	GO:1901647	2.021	
3095	GO:1990268	2.021	
4142	GO:0097022	2.021	
2974	GO:0061048	2.021	
2945	GO:0140460	2.021	
3075	GO:0045994	2.021	
2985	GO:0120190	2.021	
3114	GO:1904999	2.021	
3000	GO:0002876	2.021	
3135	GO:0060557	2.021	
3157	GO:0032724	2.021	
3699	GO:0002892	2.021	
3028	GO:0150127	2.021	
3160	GO:0150129	2.021	
4145	GO:2000522	2.021	
2667	GO:0004088	2.021	
3029	GO:1990267	2.021	
3112	GO:1901554	2.021	
3708	GO:0001796	2.021	
3041	GO:0032644	2.021	
2750	GO:0000056	2.02	
3556	GO:0097539	2.02	
2575	GO:0042745	2.02	
4376	GO:2000634	2.02	
4375	GO:2000635	2.02	
4685	GO:1902159	2.02	
4414	GO:0002384	2.02	
2670	GO:0044205	2.019	
998	GO:0044294	2.019	
1147	GO:0099185	2.019	
2787	GO:1902847	2.019	
3409	GO:0035426	2.019	
3245	GO:0006157	2.019	
1168	GO:0099184	2.019	
2801	GO:0099020	2.019	
3232	GO:0046090	2.019	
2835	GO:1902998	2.019	
2833	GO:0042583	2.019	
2831	GO:1905892	2.019	
2808	GO:1905895	2.019	
3976	GO:0060290	2.019	
1467	GO:1904669	2.019	
1487	GO:1900099	2.019	
1468	GO:1902571	2.019	
1442	GO:1900004	2.019	
2385	GO:1902966	2.019	
1451	GO:1900003	2.019	
2392	GO:1902965	2.019	
1498	GO:1902572	2.019	
3947	GO:2000566	2.0185	0.001
3933	GO:0071661	2.0185	0.001
3974	GO:0071663	2.0185	0.001
4511	GO:0060825	2.0180000000000002	
3823	GO:2000527	2.0180000000000002	
2644	GO:0006225	2.0180000000000002	
2653	GO:0009194	2.0180000000000002	
4614	GO:0140037	2.0180000000000002	
4129	GO:0043307	2.0180000000000002	
4136	GO:0043308	2.0180000000000002	
3567	GO:0021540	2.0180000000000002	
4125	GO:0002278	2.0180000000000002	
993	GO:2000386	2.0180000000000002	
1445	GO:0001855	2.0180000000000002	
1365	GO:0033133	2.0180000000000002	
3664	GO:0090327	2.0180000000000002	
2082	GO:0045818	2.0180000000000002	
2189	GO:1901585	2.0180000000000002	
3814	GO:2000529	2.0180000000000002	
4264	GO:0005006	2.0180000000000002	
2675	GO:0019240	2.0180000000000002	
796	GO:0051902	2.0175	0.001
1684	GO:0043903	2.017166666666669	0.105
2953	GO:2001272	2.017	
4267	GO:1900019	2.017	
3949	GO:2000410	2.017	
2943	GO:0002037	2.017	
779	GO:0086098	2.017	
2736	GO:0005049	2.017	
4229	GO:1900020	2.017	
4814	GO:1990812	2.017	
3524	GO:0004558	2.0165	0.001
3217	GO:0004731	2.016	
2813	GO:0071211	2.016	
4759	GO:0150003	2.016	
2853	GO:0061740	2.016	
4731	GO:0045066	2.016	
1704	GO:0042289	2.016	
1496	GO:0045918	2.016	
1284	GO:2000078	2.0155	0.001
950	GO:1904180	2.0155	0.001
2610	GO:0042414	2.0155	0.001
4566	GO:0009994	2.0155	0.001
2569	GO:0042418	2.0155	0.001
2509	GO:0033076	2.015	
2513	GO:0052314	2.015	
4227	GO:1904998	2.015	
3345	GO:0099575	2.015	
4191	GO:0001010	2.015	
4848	GO:0071838	2.015	
4871	GO:0008241	2.015	
3487	GO:0008627	2.015	
4843	GO:1900086	2.015	
4909	GO:0004771	2.015	
4017	GO:0048332	2.015	
4025	GO:0032910	2.015	
4631	GO:1902943	2.0145	0.001
4650	GO:1902941	2.0145	0.001
3746	GO:0090598	2.0140000000000002	
4359	GO:1904444	2.0140000000000002	
2292	GO:0002352	2.0140000000000002	
3478	GO:0001554	2.0140000000000002	
2420	GO:1905668	2.0140000000000002	
4345	GO:1904445	2.0140000000000002	
2357	GO:0097145	2.0140000000000002	
2854	GO:1902996	2.0140000000000002	
3740	GO:0048808	2.0140000000000002	
1535	GO:0035026	2.0140000000000002	
2516	GO:0042214	2.0140000000000002	
2281	GO:1902445	2.0140000000000002	
2013	GO:1903828	2.0136333333333356	0.094
3728	GO:0005497	2.013	
4712	GO:0006726	2.013	
3583	GO:0008063	2.013	
4372	GO:0090091	2.013	
2377	GO:2000673	2.013	
4930	GO:0035363	2.013	
4032	GO:0071144	2.013	
4738	GO:0031580	2.013	
1443	GO:0030451	2.013	
4721	GO:0043324	2.013	
1463	GO:0045957	2.013	
4717	GO:0042441	2.013	
270	GO:0072173	2.013	
4077	GO:0006101	2.0125	0.001
4448	GO:0031851	2.0125	0.001
3609	GO:0070944	2.012	
3607	GO:0070943	2.012	
3268	GO:0006204	2.012	
1937	GO:0006533	2.012	
4647	GO:0043225	2.012	
3614	GO:0070942	2.012	
4033	GO:0007183	2.012	
4424	GO:0005135	2.012	
2205	GO:0140683	2.012	
4389	GO:0005896	2.012	
3738	GO:0045726	2.012	
571	GO:0120025	2.011989777057309	0.013999999999999999
4682	GO:1901529	2.0115	0.001
3194	GO:0019262	2.0115	0.001
3237	GO:0046059	2.011	
1394	GO:0042773	2.011	
1377	GO:0042775	2.011	
4281	GO:0032824	2.011	
4282	GO:0000270	2.011	
3986	GO:0014916	2.011	
4405	GO:2000676	2.011	
1148	GO:0099160	2.011	
2603	GO:0046684	2.011	
3769	GO:0060748	2.011	
1297	GO:1903301	2.011	
4277	GO:0008745	2.011	
4287	GO:0032827	2.011	
4285	GO:0009253	2.011	
2872	GO:0030208	2.011	
3070	GO:0120188	2.011	
4274	GO:1990075	2.011	
4756	GO:0044304	2.0105	0.001
2308	GO:0048515	2.0105	0.001
2739	GO:0051030	2.0105	0.001
3273	GO:0046124	2.01	
2435	GO:1900127	2.01	
3662	GO:0071878	2.01	
3472	GO:0016005	2.01	
3318	GO:1905691	2.01	
1259	GO:0033131	2.01	
961	GO:1903995	2.0095	0.001
4293	GO:0070164	2.0095	0.001
4856	GO:0008240	2.009	
762	GO:2000254	2.009	
3156	GO:1901671	2.009	
1434	GO:0001851	2.009	
4344	GO:0072679	2.009	
3416	GO:0045098	2.009	
3705	GO:0150064	2.009	
835	GO:1905936	2.009	
40	GO:0031838	2.009	
4888	GO:0060177	2.009	
2014	GO:0038060	2.009	
3203	GO:0046122	2.009	
2329	GO:0051434	2.009	0.002
2443	GO:1905666	2.009	
3470	GO:0072734	2.0085	0.001
2628	GO:0009139	2.0085	0.001
3461	GO:0072733	2.0085	0.001
1597	GO:0140513	2.00803678821178	0.033
3086	GO:0046136	2.008	
3252	GO:0006166	2.008	
3137	GO:1901668	2.008	
4273	GO:0007023	2.008	
4204	GO:0048730	2.008	
1765	GO:0002537	2.008	
2066	GO:0033861	2.008	
4644	GO:0070175	2.008	0.002
4555	GO:2000313	2.008	
4064	GO:0032810	2.008	
3794	GO:0004674	2.0075255411255326	0.14800000000000002
2361	GO:0006808	2.0075	0.003
3904	GO:1901624	2.0075	0.001
2975	GO:0002036	2.0069999999999997	
2590	GO:0017085	2.0069999999999997	
4723	GO:0004503	2.0069999999999997	
1192	GO:1990349	2.0069999999999997	
3527	GO:0090599	2.0065	0.001
2771	GO:0031074	2.0065	0.001
2217	GO:0005757	2.0065	0.001
3056	GO:2000332	2.006	
3677	GO:0060613	2.006	
2737	GO:0000055	2.006	
4742	GO:0051665	2.006	
3142	GO:2000334	2.006	
4201	GO:0120222	2.006	
4724	GO:0043474	2.0055	0.001
3193	GO:0016833	2.0055	0.001
4193	GO:2000342	2.0055	0.001
4007	GO:0002520	2.0055	0.001
4298	GO:0035504	2.0055	0.001
4309	GO:0035505	2.0055	0.001
2436	GO:0021936	2.0055	0.001
1540	GO:0007264	2.005117857142856	0.159
3178	GO:0042806	2.005	
4393	GO:0072574	2.005	
908	GO:2000586	2.005	
4412	GO:0072575	2.005	
3960	GO:0035747	2.005	
4687	GO:1903797	2.005	0.002
3503	GO:0035877	2.005	
3228	GO:0046121	2.005	
4057	GO:0071141	2.0045	0.001
3272	GO:0072526	2.0045	0.001
1480	GO:0042268	2.0045	0.001
1387	GO:0097345	2.0045	0.001
4879	GO:2000170	2.004	
49	GO:0005833	2.004	
3489	GO:0061713	2.004	
4552	GO:0048570	2.0035	0.001
4324	GO:0060355	2.0035	0.001
2869	GO:0030205	2.0035	0.001
2265	GO:1902263	2.003	
3101	GO:0006447	2.003	
1226	GO:1903299	2.003	
4508	GO:0048318	2.003	
4715	GO:0006583	2.0025	0.001
4504	GO:0055009	2.002	
2120	GO:0072216	2.002	
2154	GO:0072298	2.002	
2158	GO:0072300	2.002	
3729	GO:0060685	2.002	
2084	GO:1902952	2.002	
897	GO:0071393	2.002	
623	GO:0031802	2.002	
1771	GO:0032707	2.002	
2538	GO:0009414	2.002	0.002
3780	GO:0060354	2.002	
4903	GO:1900084	2.002	
4678	GO:0051454	2.0015	0.001
2710	GO:0008422	2.0015	0.001
4522	GO:1990926	2.0015	0.001
3250	GO:0046102	2.001	
3289	GO:0015705	2.001	
3240	GO:0046053	2.001	
4627	GO:1903936	2.001	0.002
3544	GO:0021957	2.001	
2326	GO:0032471	2.001	
2679	GO:0046048	2.001	
3053	GO:1905242	2.001	0.002
2951	GO:0061044	2.001	
1690	GO:0035723	2.001	
3083	GO:2001270	2.001	
4623	GO:1902075	2.001	0.002
2690	GO:0009193	2.001	
3215	GO:0043174	2.001	
1998	GO:0005981	2.001	
4613	GO:1903935	2.001	0.002
943	GO:0010641	2.0005	0.001
3965	GO:0002826	2.0005	0.001
2818	GO:0017038	2.0005	0.001
3404	GO:0070097	2.0005	0.001
3208	GO:0009172	2.0005	0.001
2378	GO:0045136	2.0	
3371	GO:0030200	2.0	
2964	GO:1903960	2.0	
4666	GO:0010359	2.0	0.002
3859	GO:0035754	1.9995	0.001
